text,text_en,cmp_code,eu_code,party,domain
und haben Anspruch auf umfassende Berücksichtigung ihrer Belange und gleichberechtigte Teilhabe.,and are entitled to full consideration of their concerns and equal participation.,503,,Grüne,Welfare & Quality
"Wir wollen das bestehende Religionsverfassungsrecht so weiterentwickeln, dass es unserer gewachsenen religiösweltanschaulichen Pluralität gerecht wird.",We want to further develop the existing constitutional law on religion in such a way that it does justice to our growing plurality of religious beliefs.,607.1,,Grüne,Non-coded
"Wir schützen Menschen, die nicht streng religiösen Dogmen entsprechen, wie zum Beispiel Alevit*innen und Jesid*innen vor Anfeindungen.","We protect people who do not adhere to strict religious dogmas, such as Alevis and Yazidis, from hostility.",605.1,,Grüne,Non-coded
"Für eine Erinnerung, die uns wach hält",For a memory that keeps us alive,H,,Grüne,Non-coded
Wir müssen unsere Erinnerung wach halten,We must keep our memory alive,602.1,,Grüne,Non-coded
- auch damit sie uns und unsere Demokratie wach hält.,- also so that it keeps us and our democracy alive.,202.1,,Grüne,Non-coded
"Wir tragen Verantwortung für unsere Geschichte und dafür, dass aus unserem Erinnern eine bessere Zukunft erwächst.",We are responsible for our history and for ensuring that a better future emerges from our memories.,602.1,,Grüne,Non-coded
Ein guter Geschichtsunterricht an den Schulen stärkt das Fundament unserer Demokratie.,Good history lessons in schools strengthen the foundations of our democracy.,202.1,,Grüne,Non-coded
"Wir pflegen unsere Erinnerungsorte - diejenigen, die das Menschheitsverbrechen der Shoah bezeugen.",We care for our places of remembrance - those that bear witness to the human crime of the Shoah.,602.1,,Grüne,Non-coded
"Und diejenigen, die von demokratischen Aufbrüchen und bürgerschaftlichem Mut berichten.",And those that tell of democratic awakenings and civic courage.,202.1,,Grüne,Non-coded
Die Massenverbrechen des Nationalsozialismus sind uns Mahnung: Nie wieder!,The mass crimes of National Socialism are a reminder to us: Never again!,602.1,,Grüne,Non-coded
"Deswegen wollen wir die KZ-Gedenkstätten mit ausreichenden Mitteln für den Erhalt des Bestandes, für Forschung und ausstellungspädagogische, mehrsprachige Begleitung und Gedenkveranstaltungen ausstatten.","That is why we want to provide the concentration camp memorials with sufficient funds for the preservation of the inventory, for research and for educational, multilingual support and commemorative events.",602.1,,Grüne,Non-coded
Die Dokumente der Zentralen Stelle zur Aufklärung nationalsozialistischer Verbrechen sollen der Öffentlichkeit und Forschung langfristig zur Verfügung stehen.,The documents of the Central Office for the Investigation of National Socialist Crimes should be available to the public and researchers in the long term.,602.1,,Grüne,Non-coded
Besonders in Zeiten erstarkender geschichtsrevisionistischer und extrem rechter Kräfte und nach dem Ableben der Generation der Zeitzeug*innen sind Gedenkstätten wichtige Orte der Vermittlung eines kritischen Geschichtsbewusstseins an heutige und kommende Generationen.,"Especially in times when historical revisionist and extreme right-wing forces are gaining strength and after the passing of the generation of contemporary witnesses, memorial sites are important places for conveying a critical awareness of history to current and future generations.",602.1,,Grüne,Non-coded
"Deswegen wollen wir allen Schülerinnen ermöglichen, einmal in ihrer Schulzeit eine NS-Gedenkstätte zu besuchen und das auch finanziell unterstützen.",That is why we want to enable all schoolgirls to visit a Nazi memorial site once during their school years and also support this financially.,602.1,,Grüne,Non-coded
"Wir intensivieren die Beschäftigung mit Antisemitismus, der ideologischen Grundlage des präzedenzlosen Menschheitsverbrechens der Shoah.","We are intensifying the study of anti-Semitism, the ideological basis of the unprecedented crime against humanity of the Shoah.",602.1,,Grüne,Non-coded
Wir intensivieren auch die Beschäftigung mit dem Antiziganismus,We are also intensifying our work on antiziganism,503,,Grüne,Welfare & Quality
"und dem aus ihm resultierenden historischen Unrecht, das die Betroffenen erfahren haben.","and the historical injustice that resulted from it, which was experienced by those affected.",602.1,,Grüne,Non-coded
Dabei nehmen wir explizit auch das fortgesetzte Unrecht nach 1945 in den Blick.,"In doing so, we are also explicitly focusing on the injustice that continued after 1945.",602.1,,Grüne,Non-coded
"Die NS-Verbrechen gegenüber Menschen mit Behinderung werden wir weiter aufarbeiten,","We will continue to come to terms with the Nazi crimes against people with disabilities,",602.1,,Grüne,Non-coded
die Opfer anerkennen und angemessen entschädigen.,recognize the victims and compensate them appropriately.,305.6,,Grüne,Non-coded
„Nie wieder“ muss heißen: Verantwortung zu tragen für die Bekämpfung gruppenbezogener Menschenfeindlichkeit.,"""Never again"" must mean taking responsibility for combating group-focused misanthropy.",602.1,,Grüne,Non-coded
Wir wollen die deutsche Erinnerungskultur weiter für die Realität der Einwanderungsgesellschaft öffnen,We want to further open up the German culture of remembrance to the reality of the immigration society,602.1,,Grüne,Non-coded
und tragen dem bei der Konzeption der erinnerungspolitischen Maßnahmen Rechnung.,and take this into account when designing remembrance policy measures.,602.1,,Grüne,Non-coded
Wir wollen auch neue Formen des Erinnerns entwickeln und unterstützen.,We also want to develop and support new forms of remembrance.,602.1,,Grüne,Non-coded
Erfolgreiche Programme zur Auseinandersetzung mit der NS-Geschichte wie etwa „Jugend erinnert“ sollen verstetigt werden.,"Successful programs for dealing with the history of National Socialism, such as ""Jugend erinnert"" (Youth Remembers), should be made permanent.",602.1,,Grüne,Non-coded
Wir stehen zur Realisierung des geplanten Dokumentationszentrums „Zweiter Weltkrieg und deutsche Besatzungsherrschaft“ und des Projekts „Deutsch-Polnisches Haus“.,"We stand by the realization of the planned documentation center ""Second World War and German Occupation"" and the ""German-Polish House"" project.",602.1,,Grüne,Non-coded
Die Auseinandersetzung mit dem in der Sowjetischen Besatzungszone und DDR verübten Unrecht werden wir konsequent fortführen,We will consistently continue to address the injustices committed in the Soviet occupation zone and the GDR,602.1,,Grüne,Non-coded
und die Realisierung des Mahnmals für die Opfer kommunistischer Gewaltherrschaft,and the realization of the memorial to the victims of communist tyranny,602.1,,Grüne,Non-coded
sowie des Archivzentrums SED-Diktatur vorantreiben.,and the SED Dictatorship Archive Center.,602.1,,Grüne,Non-coded
Die Opfer der SED-Diktatur leiden bis heute unter den Folgen der Repression und benötigen besonders im Bereich der gesundheitlichen Folgeschäden bessere Anerkennungsbedingungen.,"The victims of the SED dictatorship are still suffering from the consequences of repression today and need better conditions for recognition, especially in the area of consequential health damage.",305.6,,Grüne,Non-coded
Auch für die Rehabilitation und Anspruchsberechtigung der Opfer des DDR-Doping-Systems setzen wir uns ein.,We are also committed to the rehabilitation and eligibility of victims of the GDR doping system.,305.6,,Grüne,Non-coded
"Gleichzeitig erinnern wir uns an den Mut und das Engagement der Bürgerinnen, die 1989 mit der Friedlichen Revolution das Ende der SED-Diktatur und den demokratischen Neuanfang in einem vereinten Deutschland im Herzen Europas ermöglicht haben.","At the same time, we remember the courage and commitment of the citizens who made the end of the SED dictatorship and the democratic new beginning in a united Germany in the heart of Europe possible with the Peaceful Revolution in 1989.",202.1,,Grüne,Non-coded
"Wir unterstützen die Einrichtung des „Forum Opposition und Widerstand 1945-1990“ und des „Zukunftszentrums für Deutsche Einheit und Europäische Transformation“ in Halle als Orte des Austausches, der Forschung und der Aufarbeitung zur Stärkung eines gemeinsamen europäischen Verständnisses von Freiheit und Demokratie.","We support the establishment of the ""Forum Opposition and Resistance 1945-1990"" and the ""Future Center for German Unity and European Transformation"" in Halle as places of exchange, research and reappraisal to strengthen a common European understanding of freedom and democracy.",202.1,,Grüne,Non-coded
"In der Bundesregierung haben wir die Aufarbeitung der deutschen Kolonialvergangenheit, insbesondere des Völkermords an den Herero und Nama, im Dialog mit den betroffenen Ländern vorangetrieben.","In the Federal Government, we have driven forward the process of coming to terms with Germany's colonial past, in particular the genocide of the Herero and Nama, in dialog with the countries affected.",103.1,,Grüne,Non-coded
Diesen Prozess wollen wir weiterführen und ihn durch ein Lern- und Erinnerungszentrum und mithilfe lokaler Initiativen in die Gesellschaft tragen.,We want to continue this process and bring it into society through a learning and remembrance center and with the help of local initiatives.,103.1,,Grüne,Non-coded
Wir wollen bei Provenienzforschung und der Rückführung von menschlichen Überresten und Kulturgütern aus kolonialem Kontext die angemessene Beteiligung der Herkunftsgesellschaften und die Übernahme von mit der Rückgabe verbundenen Kosten gewährleisten.,"In provenance research and the repatriation of human remains and cultural assets from colonial contexts, we want to ensure the appropriate participation of the communities of origin and the assumption of the costs associated with restitution.",103.1,,Grüne,Non-coded
"Gegen den fortbestehenden Handel mit menschlichen Überresten, vor allem aus kolonialen Kontexten, wollen wir vorgehen.","We want to take action against the continuing trade in human remains, especially from colonial contexts.",103.1,,Grüne,Non-coded
"Wir wollen prüfen, wie wir mit Unrechtsurteilen der deutschen Kolonialjustiz umgehen können.",We want to examine how we can deal with unjust verdicts of German colonial justice.,103.1,,Grüne,Non-coded
Die Erinnerung an die Opfer von rechter Gewalt und gruppenbezogener Menschenfeindlichkeit wie beispielsweise in Hanau und durch den NSU ist für unsere demokratische Gesellschaft von großer Bedeutung.,"Remembering the victims of right-wing violence and group-related misanthropy, such as in Hanau and through the NSU, is of great importance for our democratic society.",202.1,,Grüne,Non-coded
